goal_id,employee_id,goal_type,goal_description,set_date,due_date,target_value,achieved_value,achievement_pct,status,quarter,department,priority
GOAL793721,EMP004324,Innovation,Achieve innovation target for the period,03-10-2022,01 Jun 2022,832256.89,216759.07,26.0%,completed,Q2 2022,Law,Low
GOAL510320,EMP014611,INNOVATION,Achieve innovation target for the period,03 May 2021,16/06/2021,345761.85,333752.19,96.5%,Overdue,Q4 2022,Slaes,N/A
GOAL219328,EMP014381,Revenue Growth,Achieve revenue growth target for the period,05-07-2021,2021/06/18,130399.9,112677.91,86.4%,Completed,Q4 2023,Operatons,
GOAL921094,EMP018541,Revenue Growth,Achieve revenue growth target for the period,"February 22, 2021",2021-07-12,199015.2,250374.76,125.8%,Completed,Q2 2023,marketing,
GOAL655031,EMP002773,Revenue Growth,Achieve revenue growth target for the period,01 Jul 2021,2021-11-07,738268.91,511657.63,69.3%,,Q1 2023,Humaan Resources,MEDIUM
GOAL891950,EMP017416,Project Delivery,Achieve project delivery target for the period,11-15-2022,24 Apr 2023,582651.11,238709.62,41.0%,in progress,Q3 2023,Admin,High
GOAL939204,EMP010378,Customer Satisfaction,Achieve customer satisfaction target for the period,"April 03, 2023",2023/09/23,760343.88,,,N/A,Q3 2024,Administration,Low
GOAL679350,EMP006572,Productivity,Achieve productivity target for the period,2022-05-29,,605734.36,202393.65,33.4%,Cancelled,Q4 2023,H.R.,Medium
GOAL200394,EMP016549,Project Delivery,Achieve project delivery target for the period,09 Jan 2021,09/04/2021,112554.01,136512.76,121.3%,in progress,q3 2022,Engineering,high
GOAL173139,EMP011028,Productivity,Achieve productivity target for the period,20 Feb 2023,01/08/2023,567122.22,455523.42,80.3%,overdue,q3 2022,finance,LOW
GOAL206750,EMP007737,Quality Improvement,Achieve quality improvement target for the period,30 Dec 2021,2022/04/30,341382.58,112154.65,32.9%,,2022 Q1,customer support,Medium
GOAL395699,EMP013748,TEAM BUILDING,Achieve team building target for the period,"June 15, 2023",09-12-2023,292419.81,120724.56,41.3%,cancelled,2022 Q1,r&d,LOW
GOAL593034,EMP016517,Compliance,Achieve compliance target for the period,2022/11/03,19 Apr 2023,982512.67,945584.31,96.2%,Overdue,Q12022,Customer Support,MEDIUM
GOAL449961,EMP010651,Sales Target,Achieve sales target target for the period,09 Jan 2024,2024-04-03,973451.65,934578.55,96.0%,Cancelled,,MARKETING,Low
GOAL916947,EMP007567,Quality Improvement,Achieve quality improvement target for the period,02-27-2023,2023/08/07,677521.71,406357.59,60.0%,Completed,Q4 2023,Legel,Medium
GOAL636042,EMP010056,Team Building,Achieve team building target for the period,"June 13, 2023","September 26, 2023",243454.39,130763.77,53.7%,Overdue,Q12022,I.T.,high
GOAL745040,EMP018368,Revenue Growth,Achieve revenue growth target for the period,14 Jul 2023,10-09-2023,753967.61,1006076.04,133.4%,Cancelled,Q3 2023,I.T.,
GOAL569579,EMP005424,Process Improvement,Achieve process improvement target for the period,31 Mar 2021,20/08/2021,142267.76,126539.4,88.9%,in progress,q2 2024,Marketting,high
GOAL187217,EMP010289,Process Improvement,Achieve process improvement target for the period,"April 19, 2022",18 Sep 2022,357172.09,121776.85,34.1%,Completed,Q1 2022,RnD,Medium
GOAL979134,EMP004035,Skill Development,Achieve skill development target for the period,12-08-2023,03/05/2024,499138.22,638679.4,128.0%,in progress,Q2 2021,engineering,MEDIUM
GOAL467592,EMP003702,Training Completion,Achieve training completion target for the period,04/01/2023,"May 26, 2023",892018.36,416061.31,46.6%,Cancelled,Q2 2023,Research & Dev,Low
GOAL580691,EMP010959,Quality Improvement,Achieve quality improvement target for the period,08-26-2022,10-19-2022,,1074285.4,124.0%,Overdue,Q3 2021,Human Resource,LOW
GOAL933040,EMP011001,Training Completion,Achieve training completion target for the period,06 Nov 2021,,504109.15,454853.08,90.2%,N/A,q3 2022,sales,LOW
GOAL663234,EMP019290,Innovation,,2023-03-28,"June 03, 2023",936252.97,745401.28,79.6%,completed,Q2 2022,FINANCE,high
GOAL382641,EMP005950,PROCESS IMPROVEMENT,Achieve process improvement target for the period,"May 02, 2021",2021-08-12,512468.16,646487.82,126.2%,,,R&D,LOW
GOAL588803,EMP969847,Compliance,Achieve compliance target for the period,2023-04-19,2023/05/21,535500.8,429744.28,80.3%,overdue,Q4 2022,Research and Development,Medium
GOAL819283,EMP013473,Cost Reduction,Achieve cost reduction target for the period,"April 20, 2021",31/07/2021,504162.2,461479.06,91.5%,Cancelled,Q4 2023,IT,High
GOAL581305,EMP003997,Sales Target,Achieve sales target target for the period,2021-09-23,"March 17, 2022",359635.86,204876.33,57.0%,Completed,q2 2024,Human Resources,Low
GOAL556645,EMP008266,Innovation,Achieve innovation target for the period,"May 21, 2023",03 Oct 2023,988539.27,,119.4%,overdue,2022 Q1,CS,Low
GOAL143343,EMP978802,Sales Target,Achieve sales target target for the period,"January 31, 2024",03-14-2024,382486.79,312671.52,81.7%,N/A,2023-Q3,Procurment,
GOAL699112,EMP008701,Productivity,Achieve productivity target for the period,06-27-2022,,497297.34,,73.7%,N/A,Q3 2021,Administration,LOW
GOAL921416,EMP019606,SKILL DEVELOPMENT,,01-01-2023,13/06/2023,480411.28,598666.08,124.6%,completed,Q4 2023,finance,LOW
GOAL652000,EMP002459,Training Completion,Achieve training completion target for the period,04-12-2021,08-21-2021,658508.49,861848.24,130.9%,in progress,Q1 2021,LEGAL,high
GOAL117805,EMP002767,PRODUCTIVITY,Achieve productivity target for the period,2023-05-29,22 Sep 2023,991147.32,637018.69,64.3%,N/A,q2 2024,Information Technology,
GOAL230522,EMP001718,Sales Target,Achieve sales target target for the period,12 Jul 2022,2022-11-19,126099.88,119305.05,94.6%,In Progress,Q3 2024,Proc,high
GOAL683538,EMP921450,Process Improvement,Achieve process improvement target for the period,10-11-2023,2024/01/01,967482.36,855557.47,88.4%,Cancelled,q3 2022,Engineering,high
GOAL174215,EMP013999,Compliance,,17/02/2022,2022-03-29,936198.55,1044180.1,111.5%,completed,q3 2022,Proc,Medium
GOAL736291,EMP019006,Quality Improvement,,25/06/2021,2021-11-19,87772.17,,27.1%,Overdue,Q1 2021,Proc,Medium
GOAL999079,EMP009036,Customer Satisfaction,Achieve customer satisfaction target for the period,2021-04-10,"September 23, 2021",420218.64,257591.67,61.3%,,Q2 2021,HR,Medium
GOAL425592,EMP018736,Quality Improvement,Achieve quality improvement target for the period,05-07-2022,"June 25, 2022",757008.54,969599.57,128.1%,cancelled,Q2 2021,I.T.,high
GOAL539374,EMP001790,TEAM BUILDING,Achieve team building target for the period,2022-09-15,02-05-2023,128114.03,30088.74,23.5%,cancelled,Q3 2022,Legal,
GOAL819179,EMP002422,PRODUCTIVITY,Achieve productivity target for the period,2022/09/18,2022-12-01,100628.71,26014.57,25.9%,Completed,Q4 2021,Administraton,high
GOAL129360,EMP019893,Cost Reduction,,"January 18, 2024",2024/02/19,319264.16,150275.22,47.1%,Cancelled,q2 2024,Cust Support,high
GOAL139077,EMP001535,Team Building,Achieve team building target for the period,02-22-2021,"August 02, 2021",358606.74,495032.96,138.0%,overdue,Q3 2024,finance,Medium
GOAL107928,EMP006392,Skill Development,Achieve skill development target for the period,2021/10/26,20 Jan 2022,951463.9,465398.8,48.9%,overdue,Q2-2023,ADMIN,Low
GOAL470818,EMP000046,Training Completion,Achieve training completion target for the period,06-03-2022,2022-07-30,670053.58,398409.18,59.5%,Overdue,Q4 2022,Fiance,N/A
GOAL161841,EMP003154,Process Improvement,Achieve process improvement target for the period,2022/03/23,15 Sep 2022,132821.28,74042.67,55.7%,cancelled,Q12022,Human Resources,High
GOAL480081,EMP011195,Compliance,Achieve compliance target for the period,02/11/2021,14/03/2022,485960.05,209727.09,43.2%,Completed,q3 2022,Law,High
GOAL556934,EMP005963,Team Building,Achieve team building target for the period,"January 28, 2023",06-15-2023,306144.34,305292.69,99.7%,N/A,q3 2022,Engineerng,high
GOAL142430,EMP007952,Innovation,Achieve innovation target for the period,03-29-2021,20/07/2021,827050.89,959567.44,116.0%,completed,Q1 2023,Customer service,high
GOAL363035,EMP000099,Project Delivery,Achieve project delivery target for the period,2021-03-19,2021-08-08,996195.84,788598.06,79.2%,cancelled,Q3 2023,Legel,LOW
GOAL342378,EMP010906,COMPLIANCE,Achieve compliance target for the period,2021-12-03,2022-02-12,552430.66,424703.56,76.9%,overdue,Q2 2021,Human Resources,Medium
GOAL981094,EMP008539,Sales Target,Achieve sales target target for the period,"February 08, 2024",07-16-2024,93800.68,38157.19,40.7%,In Progress,q2 2024,Marketing,LOW
GOAL329974,EMP009430,Process Improvement,Achieve process improvement target for the period,2022/10/25,04/01/2023,777996.32,,82.7%,N/A,Q4 2022,operations,Low
GOAL178915,EMP007448,Training Completion,Achieve training completion target for the period,13/09/2021,2021-12-18,260329.74,192897.66,74.1%,Completed,2023-Q3,Customer service,High
GOAL971259,EMP017419,Training Completion,Achieve training completion target for the period,2022/03/07,"June 13, 2022",241010.73,61813.59,25.6%,completed,Q4 2021,Enginering,Low
GOAL165235,EMP018714,Quality Improvement,Achieve quality improvement target for the period,08/10/2021,2022-04-04,992293.15,1339055.28,134.9%,,Q2 2022,Info Tech,
GOAL597606,EMP008383,Process Improvement,Achieve process improvement target for the period,22/05/2022,08-19-2022,275916.96,209732.63,76.0%,Cancelled,Q12022,Human Resources,LOW
GOAL364069,EMP012399,Team Building,Achieve team building target for the period,04/10/2021,21 Nov 2021,369216.66,94704.23,25.7%,In Progress,q2 2024,Customer service,High
GOAL757967,EMP002160,Compliance,Achieve compliance target for the period,10 Apr 2022,07-15-2022,738481.85,693001.49,93.8%,Cancelled,2022 Q1,Administraton,high
GOAL454321,EMP016862,Skill Development,Achieve skill development target for the period,04-19-2022,16 Jun 2022,,,123.9%,in progress,Q2 2021,legal,N/A
GOAL367256,EMP016795,Skill Development,Achieve skill development target for the period,13/05/2021,2021-10-31,838196.42,420856.68,50.2%,Cancelled,Q12022,Marketing,
GOAL481570,EMP004126,Quality Improvement,Achieve quality improvement target for the period,24 Dec 2023,04/03/2024,802399.16,1037235.88,129.3%,,q3 2022,Procurement,MEDIUM
GOAL654287,EMP016606,Sales Target,Achieve sales target target for the period,03-26-2021,25 Apr 2021,289585.25,152928.39,52.8%,Cancelled,Q3 2024,Operations,N/A
GOAL372070,EMP019227,Cost Reduction,Achieve cost reduction target for the period,29/05/2022,16/09/2022,239823.84,107588.58,44.9%,Overdue,2023-Q3,Proc,MEDIUM
GOAL511692,EMP019268,Quality Improvement,Achieve quality improvement target for the period,"August 03, 2021",05/09/2021,177113.26,56257.47,31.8%,cancelled,Q3 2022,IT,MEDIUM
GOAL351477,EMP006560,Quality Improvement,Achieve quality improvement target for the period,15 Jul 2023,2023-10-30,283784.85,326250.07,115.0%,overdue,Q2-2023,procurement,MEDIUM
GOAL609389,EMP014464,TRAINING COMPLETION,Achieve training completion target for the period,2022/06/14,07-23-2022,762165.39,949464.18,124.6%,in progress,Q2 2021,Research and Development,LOW
GOAL378217,EMP007077,Project Delivery,Achieve project delivery target for the period,15/03/2021,"June 25, 2021",911026.93,1029578.21,113.0%,completed,Q3 2023,IT,Medium
GOAL787523,EMP013840,Revenue Growth,Achieve revenue growth target for the period,30/10/2022,,361597.58,122915.84,34.0%,,Q1 2023,HR,
GOAL481130,EMP017283,Training Completion,Achieve training completion target for the period,2022-04-30,2022-08-18,122224.58,38380.17,,Completed,Q1 2024,Eng,
GOAL156837,EMP011781,QUALITY IMPROVEMENT,Achieve quality improvement target for the period,2024-02-02,"May 07, 2024",55901.67,42228.65,75.5%,N/A,q2 2024,Admin,
GOAL951944,EMP012023,Project Delivery,Achieve project delivery target for the period,"July 04, 2021","December 18, 2021",,,54.8%,Completed,Q4 2022,SALES,N/A
GOAL277009,EMP016607,Training Completion,Achieve training completion target for the period,18 Mar 2023,2023-08-24,59086.46,44024.11,,overdue,2022 Q1,legal,high
GOAL621021,EMP008952,Process Improvement,Achieve process improvement target for the period,2023/08/03,21/09/2023,182649.2,78370.18,42.9%,N/A,Q3 2024,Customer service,High
GOAL768240,EMP001258,Team Building,Achieve team building target for the period,23 Sep 2022,2023/02/09,140052.09,,46.9%,overdue,Q2 2021,Fiance,LOW
GOAL977745,EMP003810,Training Completion,Achieve training completion target for the period,15 Dec 2021,01-20-2022,432565.29,484612.79,112.0%,Completed,Q3 2021,Procurment,high
GOAL757125,EMP013014,Process Improvement,Achieve process improvement target for the period,2021/08/13,01 Nov 2021,119198.33,127872.19,107.3%,in progress,Q3 2024,sales,Medium
GOAL985587,EMP013581,Quality Improvement,Achieve quality improvement target for the period,"January 01, 2022",30 Mar 2022,380431.1,290874.33,76.5%,completed,Q4 2021,Admin,Medium
GOAL799109,EMP019391,Compliance,Achieve compliance target for the period,"August 22, 2021",01-20-2022,654948.43,505781.03,77.2%,overdue,Q1 2021,Fin,Low
GOAL377315,EMP014013,Project Delivery,Achieve project delivery target for the period,2022/08/11,2022/10/19,,626302.15,103.4%,In Progress,q2 2024,IT,Low
GOAL984299,EMP003460,Team Building,Achieve team building target for the period,24/02/2024,04-04-2024,115143.12,49306.29,42.8%,overdue,Q12022,marketing,N/A
GOAL916815,EMP010105,PROJECT DELIVERY,Achieve project delivery target for the period,2021-06-26,"October 09, 2021",491779.03,274164.16,55.7%,In Progress,Q1 2023,Operations,
GOAL231296,EMP011966,Team Building,Achieve team building target for the period,2021/08/24,,510482.43,650584.09,127.4%,N/A,Q2-2023,Sale,High
GOAL267680,EMP001887,Innovation,Achieve innovation target for the period,27 Jul 2022,26/10/2022,132623.39,90781.81,68.5%,Completed,q2 2024,finance,MEDIUM
GOAL605430,EMP013347,Sales Target,Achieve sales target target for the period,06 Oct 2022,11-14-2022,,329248.23,53.2%,overdue,2022 Q1,Fin,N/A
GOAL524109,EMP003324,Skill Development,Achieve skill development target for the period,07-29-2022,16/10/2022,515458.6,698405.73,135.5%,,Q3 2021,Admin,high
GOAL271157,EMP011281,Process Improvement,Achieve process improvement target for the period,2023/05/05,2023/06/04,454922.38,182162.1,40.0%,In Progress,Q1 2022,Research and Development,High
GOAL526805,EMP006310,Productivity,Achieve productivity target for the period,"June 25, 2021",04/12/2021,260300.25,348308.21,133.8%,in progress,Q4 2022,Operatons,Low
GOAL380518,EMP001366,Cost Reduction,Achieve cost reduction target for the period,2023/01/07,08/05/2023,373086.34,118487.03,31.8%,,Q3 2021,Mktg,MEDIUM
GOAL283255,EMP000276,Project Delivery,Achieve project delivery target for the period,14/03/2023,05-16-2023,77673.65,,93.9%,Overdue,Q2 2022,Engineering,N/A
GOAL100922,EMP016760,Process Improvement,Achieve process improvement target for the period,14 May 2022,10-06-2022,146926.74,120618.78,82.1%,in progress,q3 2022,Finance,LOW
GOAL455640,EMP000634,Productivity,Achieve productivity target for the period,2021/01/02,2021-04-30,247494.74,102880.29,41.6%,Cancelled,Q1 2024,ADMIN,LOW
GOAL357869,EMP005435,Cost Reduction,Achieve cost reduction target for the period,11-05-2021,11/03/2022,878899.35,323521.58,36.8%,In Progress,Q1 2023,admin,LOW
GOAL617347,EMP005752,Sales Target,Achieve sales target target for the period,22 Apr 2022,2022/09/11,887678.02,,,cancelled,q3 2022,Slaes,Medium
GOAL165469,EMP007909,Quality Improvement,Achieve quality improvement target for the period,27/12/2021,18/04/2022,618251.8,275394.03,44.5%,Cancelled,2023-Q3,procurement,MEDIUM
GOAL269335,EMP017178,Project Delivery,,2021/06/27,12-12-2021,606889.12,273425.07,45.1%,in progress,Q1 2023,H.R.,High
GOAL106059,EMP018599,Compliance,Achieve compliance target for the period,27 Jan 2024,2024-02-29,962358.06,1213034.38,126.0%,completed,2022 Q1,RnD,high
GOAL559919,EMP006224,Cost Reduction,Achieve cost reduction target for the period,04-19-2021,"August 30, 2021",121444.39,146353.97,120.5%,In Progress,Q4 2021,OPERATIONS,
GOAL313681,EMP003662,Sales Target,Achieve sales target target for the period,2021-04-15,12 Aug 2021,105337.37,35835.27,34.0%,N/A,Q4 2022,Operations,Low
GOAL251777,EMP012402,Team Building,Achieve team building target for the period,2021/01/10,02-14-2021,404357.08,275477.52,68.1%,in progress,Q2 2022,sales,
GOAL656999,EMP014128,Compliance,Achieve compliance target for the period,02 Feb 2024,2024-04-19,458872.28,295254.17,64.3%,completed,Q2 2021,HR,High
GOAL715582,EMP005363,Compliance,Achieve compliance target for the period,2021/08/06,2022/01/13,855770.2,1096779.13,128.2%,N/A,Q2 2023,r&d,
GOAL192360,EMP005415,Process Improvement,Achieve process improvement target for the period,2023/03/28,09-04-2023,368056.92,108753.79,29.5%,Cancelled,Q3 2021,HR,
GOAL279090,EMP017107,CUSTOMER SATISFACTION,Achieve customer satisfaction target for the period,"May 10, 2023",2023-08-18,410296.37,463242.9,112.9%,Cancelled,Q4 2021,CS,high
GOAL331087,EMP019738,CUSTOMER SATISFACTION,Achieve customer satisfaction target for the period,12 May 2021,2021/10/05,663486.18,582987.92,87.9%,overdue,2023-Q3,ADMIN,
GOAL345227,EMP013292,Skill Development,,"May 28, 2022",2022/07/25,605605.48,257853.95,42.6%,Cancelled,Q1 2022,Admin,Low
GOAL189366,EMP012440,SALES TARGET,Achieve sales target target for the period,11-09-2022,2023-01-05,,899829.26,113.5%,cancelled,Q1 2021,Engineerng,high
GOAL129478,EMP000056,TRAINING COMPLETION,,11-25-2021,2022-03-25,537520.73,439874.41,81.8%,Cancelled,Q2 2023,Research & Dev,MEDIUM
GOAL501796,EMP010441,Training Completion,Achieve training completion target for the period,"June 20, 2023",2023/10/28,518198.57,587143.23,,N/A,Q2 2021,ADMIN,high
GOAL722125,EMP011480,Skill Development,Achieve skill development target for the period,2022/01/15,2022/05/22,133944.17,158562.02,118.4%,in progress,Q2 2023,Operatons,Low
